id,month,top_name,two_name,or_auc,or_auc_zb,or_acc,or_acc_zb,
509,2017/4/1 12:00 AM,书报杂志,期刊杂志,133730371.9,0.03,537634818.6,0.03,
510,2017/5/1 12:00 AM,书报杂志,期刊杂志,203679988.7,0.04,741314807.3,0.03,
511,2017/6/1 12:00 AM,书报杂志,期刊杂志,182730375.9,0.03,924045183.2,0.03,
512,2017/7/1 12:00 AM,书报杂志,期刊杂志,151877903.7,0.03,1075923087,0.03,
513,2017/8/1 12:00 AM,书报杂志,期刊杂志,148678061.4,0.03,1224601148,0.03,
514,2017/9/1 12:00 AM,书报杂志,期刊杂志,147569111.8,0.02,1372170260,0.03,
515,2017/10/1 12:00 AM,书报杂志,期刊杂志,183615167.9,0.03,1555785428,0.03,
516,2017/11/1 12:00 AM,书报杂志,期刊杂志,423098074.9,0.04,1978883503,0.03,
517,2017/12/1 12:00 AM,书报杂志,期刊杂志,249161781.3,0.03,2228045284,0.03,
518,2017/1/1 12:00 AM,书报杂志,其他书报杂志,9619239.02,0,9619239.02,0,
519,2017/2/1 12:00 AM,书报杂志,其他书报杂志,8194310.74,0,17813549.76,0,
520,2017/3/1 12:00 AM,书报杂志,其他书报杂志,6346801.22,0,24160350.98,0,
521,2017/4/1 12:00 AM,书报杂志,其他书报杂志,9742880.74,0,33903231.72,0,
522,2017/5/1 12:00 AM,书报杂志,其他书报杂志,17869215.3,0,51772447.02,0,
523,2017/6/1 12:00 AM,书报杂志,其他书报杂志,17699989.59,0,69472436.61,0,
524,2017/7/1 12:00 AM,书报杂志,其他书报杂志,12818391.31,0,82290827.92,0,
525,2017/8/1 12:00 AM,书报杂志,其他书报杂志,14003585.84,0,96294413.76,0,
526,2017/9/1 12:00 AM,书报杂志,其他书报杂志,53914.99,0,96348328.75,0,
527,2017/10/1 12:00 AM,书报杂志,其他书报杂志,241561.7,0,96589890.45,0,
528,2017/11/1 12:00 AM,书报杂志,其他书报杂志,19047290.96,0,115637181.4,0,
529,2017/12/1 12:00 AM,书报杂志,其他书报杂志,13850389.73,0,129487571.1,0,
530,2017/1/1 12:00 AM,书报杂志,书籍,4787419407,0.94,4787419407,0.94,
531,2017/2/1 12:00 AM,书报杂志,书籍,3582251793,1.03,8369671200,0.98,
532,2017/3/1 12:00 AM,书报杂志,书籍,7298245981,1.35,15667917181,1.12,
533,2017/4/1 12:00 AM,书报杂志,书籍,5895198576,1.14,21563115757,1.12,
534,2017/5/1 12:00 AM,书报杂志,书籍,5612659409,1.01,27175775166,1.1,
535,2017/6/1 12:00 AM,书报杂志,书籍,6456228236,1.02,33632003402,1.08,
536,2017/7/1 12:00 AM,书报杂志,书籍,6492452448,1.17,40124455850,1.1,
537,2017/8/1 12:00 AM,书报杂志,书籍,6489786527,1.17,46614242377,1.11,
538,2017/9/1 12:00 AM,书报杂志,书籍,7122852615,1.07,53737094992,1.1,
539,2017/10/1 12:00 AM,书报杂志,书籍,7091970967,1.07,60829065958,1.1,
540,2017/11/1 12:00 AM,书报杂志,书籍,9358180547,0.96,70187246505,1.08,
541,2017/12/1 12:00 AM,书报杂志,书籍,7572567613,1,77759814119,1.07,
542,2017/1/1 12:00 AM,体育、娱乐用品,户外用品,1165817048,0.23,1165817048,0.23,
543,2017/2/1 12:00 AM,体育、娱乐用品,户外用品,774746726.1,0.22,1940563774,0.23,
544,2017/3/1 12:00 AM,体育、娱乐用品,户外用品,995757833.1,0.18,2936321607,0.21,
545,2017/4/1 12:00 AM,体育、娱乐用品,户外用品,1084302199,0.21,4020623806,0.21,
546,2017/5/1 12:00 AM,体育、娱乐用品,户外用品,2005766882,0.36,6026390688,0.24,
547,2017/6/1 12:00 AM,体育、娱乐用品,户外用品,2225482785,0.35,8251873473,0.27,
548,2017/7/1 12:00 AM,体育、娱乐用品,户外用品,2029769763,0.37,10281643236,0.28,
549,2017/8/1 12:00 AM,体育、娱乐用品,户外用品,1992799750,0.36,12274442986,0.29,
550,2017/9/1 12:00 AM,体育、娱乐用品,户外用品,1959171767,0.3,14233614753,0.29,
551,2017/10/1 12:00 AM,体育、娱乐用品,户外用品,1936298905,0.29,16169913658,0.29,
552,2017/11/1 12:00 AM,体育、娱乐用品,户外用品,3256499758,0.33,19426413416,0.3,
553,2017/12/1 12:00 AM,体育、娱乐用品,户外用品,2790396875,0.37,22216810291,0.31,
554,2017/1/1 12:00 AM,体育、娱乐用品,健身器材,1969441065,0.39,1969441065,0.39,
555,2017/2/1 12:00 AM,体育、娱乐用品,健身器材,1802019150,0.52,3771460216,0.44,
556,2017/3/1 12:00 AM,体育、娱乐用品,健身器材,2770329629,0.51,6541789845,0.47,
557,2017/4/1 12:00 AM,体育、娱乐用品,健身器材,2879389334,0.55,9421179178,0.49,
558,2017/5/1 12:00 AM,体育、娱乐用品,健身器材,4135005909,0.74,13556185087,0.55,
559,2017/6/1 12:00 AM,体育、娱乐用品,健身器材,4996882647,0.79,18553067734,0.6,
560,2017/7/1 12:00 AM,体育、娱乐用品,健身器材,4128735000,0.74,22681802734,0.62,
561,2017/8/1 12:00 AM,体育、娱乐用品,健身器材,4100263825,0.74,26782066558,0.64,
562,2017/9/1 12:00 AM,体育、娱乐用品,健身器材,4214838992,0.63,30996905550,0.64,
563,2017/10/1 12:00 AM,体育、娱乐用品,健身器材,4058554087,0.61,35055459638,0.63,
564,2017/11/1 12:00 AM,体育、娱乐用品,健身器材,6954951388,0.71,42010411025,0.64,
565,2017/12/1 12:00 AM,体育、娱乐用品,健身器材,5145976915,0.68,47156387941,0.65,
566,2017/1/1 12:00 AM,体育、娱乐用品,乐器,682863402.8,0.13,682863402.8,0.13,
567,2017/2/1 12:00 AM,体育、娱乐用品,乐器,552001654.9,0.16,1234865058,0.14,
568,2017/3/1 12:00 AM,体育、娱乐用品,乐器,1125469707,0.21,2360334765,0.17,
569,2017/4/1 12:00 AM,体育、娱乐用品,乐器,1127526615,0.22,3487861380,0.18,
570,2017/5/1 12:00 AM,体育、娱乐用品,乐器,1692901464,0.3,5180762844,0.21,
571,2017/6/1 12:00 AM,体育、娱乐用品,乐器,1860626710,0.3,7041389554,0.23,
572,2017/7/1 12:00 AM,体育、娱乐用品,乐器,1631493749,0.29,8672883303,0.24,
573,2017/8/1 12:00 AM,体育、娱乐用品,乐器,1773885616,0.32,10446768919,0.25,
574,2017/9/1 12:00 AM,体育、娱乐用品,乐器,1670157774,0.25,12116926693,0.25,
575,2017/10/1 12:00 AM,体育、娱乐用品,乐器,1929691665,0.29,14046618358,0.25,
576,2017/11/1 12:00 AM,体育、娱乐用品,乐器,2711960243,0.28,16758578601,0.26,
577,2017/12/1 12:00 AM,体育、娱乐用品,乐器,1830788225,0.24,18589366826,0.26,
578,2017/1/1 12:00 AM,体育、娱乐用品,其他体育、娱乐用品,79774766.51,0.02,79774766.51,0.02,
579,2017/2/1 12:00 AM,体育、娱乐用品,其他体育、娱乐用品,52332371.65,0.02,132107138.2,0.02,
580,2017/3/1 12:00 AM,体育、娱乐用品,其他体育、娱乐用品,88894823.73,0.02,221001961.9,0.02,
581,2017/4/1 12:00 AM,体育、娱乐用品,其他体育、娱乐用品,76252927.82,0.01,297254889.7,0.02,
582,2017/5/1 12:00 AM,体育、娱乐用品,其他体育、娱乐用品,1642576486,0.29,1939831375,0.08,
583,2017/6/1 12:00 AM,体育、娱乐用品,其他体育、娱乐用品,1435998657,0.23,3375830032,0.11,
584,2017/7/1 12:00 AM,体育、娱乐用品,其他体育、娱乐用品,1556644113,0.28,4932474145,0.13,
585,2017/8/1 12:00 AM,体育、娱乐用品,其他体育、娱乐用品,1773883498,0.32,6706357643,0.16,
586,2017/9/1 12:00 AM,体育、娱乐用品,其他体育、娱乐用品,1581503004,0.24,8287860647,0.17,
587,2017/10/1 12:00 AM,体育、娱乐用品,其他体育、娱乐用品,1791472794,0.27,10079333441,0.18,
588,2017/11/1 12:00 AM,体育、娱乐用品,其他体育、娱乐用品,2390234024,0.24,12469567465,0.19,
589,2017/12/1 12:00 AM,体育、娱乐用品,其他体育、娱乐用品,1961234394,0.26,14430801859,0.2,
590,2017/1/1 12:00 AM,体育、娱乐用品,棋牌,57932141.86,0.01,57932141.86,0.01,
591,2017/2/1 12:00 AM,体育、娱乐用品,棋牌,35586029.22,0.01,93518171.08,0.01,
592,2017/3/1 12:00 AM,体育、娱乐用品,棋牌,59191308.21,0.01,152709479.3,0.01,
593,2017/4/1 12:00 AM,体育、娱乐用品,棋牌,58013314.13,0.01,210722793.4,0.01,
594,2017/5/1 12:00 AM,体育、娱乐用品,棋牌,484348985.7,0.09,695071779.1,0.03,
595,2017/6/1 12:00 AM,体育、娱乐用品,棋牌,494177189.8,0.08,1189248969,0.04,
596,2017/7/1 12:00 AM,体育、娱乐用品,棋牌,356055595.8,0.06,1545304565,0.04,
597,2017/8/1 12:00 AM,体育、娱乐用品,棋牌,804544217.8,0.15,2349848782,0.06,
598,2017/9/1 12:00 AM,体育、娱乐用品,棋牌,917289093.5,0.14,3267137876,0.07,
599,2017/10/1 12:00 AM,体育、娱乐用品,棋牌,737108556.1,0.11,4004246432,0.07,
600,2017/11/1 12:00 AM,体育、娱乐用品,棋牌,2036985826,0.21,6041232258,0.09,
601,2017/12/1 12:00 AM,体育、娱乐用品,棋牌,1100615062,0.14,7141847320,0.1,
602,2017/1/1 12:00 AM,体育、娱乐用品,体育用品,1427043658,0.28,1427043658,0.28,
603,2017/2/1 12:00 AM,体育、娱乐用品,体育用品,1243404799,0.36,2670448458,0.31,
604,2017/3/1 12:00 AM,体育、娱乐用品,体育用品,2360866257,0.44,5031314714,0.36,
605,2017/4/1 12:00 AM,体育、娱乐用品,体育用品,2249616123,0.43,7280930837,0.38,
606,2017/5/1 12:00 AM,体育、娱乐用品,体育用品,4405596530,0.79,11686527367,0.47,
607,2017/6/1 12:00 AM,体育、娱乐用品,体育用品,5617320695,0.89,17303848062,0.56,
608,2017/7/1 12:00 AM,体育、娱乐用品,体育用品,5655062411,1.02,22958910474,0.63,
609,2017/8/1 12:00 AM,体育、娱乐用品,体育用品,5123684487,0.93,28082594961,0.67,
610,2017/9/1 12:00 AM,体育、娱乐用品,体育用品,4288285727,0.65,32370880688,0.66,
611,2017/10/1 12:00 AM,体育、娱乐用品,体育用品,3915700053,0.59,36286580741,0.65,
612,2017/11/1 12:00 AM,体育、娱乐用品,体育用品,5826634226,0.6,42113214967,0.65,
613,2017/12/1 12:00 AM,体育、娱乐用品,体育用品,3720637438,0.49,45833852405,0.63,
614,2017/1/1 12:00 AM,体育、娱乐用品,无二级类目,11410963477,2.24,11410963477,2.24,
615,2017/2/1 12:00 AM,体育、娱乐用品,无二级类目,9378149994,2.7,20789113471,2.42,
616,2017/3/1 12:00 AM,体育、娱乐用品,无二级类目,16072788500,2.97,36861901971,2.64,
617,2017/4/1 12:00 AM,体育、娱乐用品,无二级类目,14281315019,2.75,51143216990,2.67,
618,2017/1/1 12:00 AM,体育、娱乐用品,游戏话费,1785074664,0.35,1785074664,0.35,
619,2017/2/1 12:00 AM,体育、娱乐用品,游戏话费,1754946244,0.5,3540020908,0.41,
620,2017/3/1 12:00 AM,体育、娱乐用品,游戏话费,1586716740,0.29,5126737648,0.37,
621,2017/4/1 12:00 AM,体育、娱乐用品,游戏话费,982895513.6,0.19,6109633162,0.32,
622,2017/5/1 12:00 AM,体育、娱乐用品,游戏话费,5891596029,1.06,12001229191,0.48,
623,2017/6/1 12:00 AM,体育、娱乐用品,游戏话费,5558636141,0.88,17559865333,0.57,
624,2017/7/1 12:00 AM,体育、娱乐用品,游戏话费,5172775110,0.93,22732640443,0.62,
625,2017/8/1 12:00 AM,体育、娱乐用品,游戏话费,5775748042,1.05,28508388485,0.68,
626,2017/9/1 12:00 AM,体育、娱乐用品,游戏话费,5855117464,0.88,34363505949,0.7,
627,2017/10/1 12:00 AM,体育、娱乐用品,游戏话费,6420172610,0.97,40783678559,0.74,
628,2017/11/1 12:00 AM,体育、娱乐用品,游戏话费,6651075162,0.68,47434753722,0.73,
629,2017/12/1 12:00 AM,体育、娱乐用品,游戏话费,5854026189,0.77,53288779911,0.73,
630,2017/1/1 12:00 AM,体育、娱乐用品,游艺器材,185706274,0.04,185706274,0.04,
631,2017/2/1 12:00 AM,体育、娱乐用品,游艺器材,239840617.2,0.07,425546891.2,0.05,
632,2017/3/1 12:00 AM,体育、娱乐用品,游艺器材,336494943.5,0.06,762041834.7,0.05,
633,2017/4/1 12:00 AM,体育、娱乐用品,游艺器材,251929452.6,0.05,1013971287,0.05,
634,2017/5/1 12:00 AM,体育、娱乐用品,游艺器材,923838451.6,0.17,1937809739,0.08,
635,2017/6/1 12:00 AM,体育、娱乐用品,游艺器材,1067370897,0.17,3005180636,0.1,
636,2017/7/1 12:00 AM,体育、娱乐用品,游艺器材,938972615.7,0.17,3944153251,0.11,
637,2017/8/1 12:00 AM,体育、娱乐用品,游艺器材,1185211647,0.21,5129364899,0.12,
638,2017/9/1 12:00 AM,体育、娱乐用品,游艺器材,1343080184,0.2,6472445082,0.13,
639,2017/10/1 12:00 AM,体育、娱乐用品,游艺器材,1362397749,0.21,7834842831,0.14,
640,2017/11/1 12:00 AM,体育、娱乐用品,游艺器材,1870196530,0.19,9705039361,0.15,
641,2017/12/1 12:00 AM,体育、娱乐用品,游艺器材,1470364477,0.19,11175403838,0.15,
642,2017/1/1 12:00 AM,体育、娱乐用品,照相器材及用品,1261028055,0.25,1261028055,0.25,
643,2017/2/1 12:00 AM,体育、娱乐用品,照相器材及用品,1057670366,0.3,2318698421,0.27,
644,2017/3/1 12:00 AM,体育、娱乐用品,照相器材及用品,1962108236,0.36,4280806657,0.31,
645,2017/4/1 12:00 AM,体育、娱乐用品,照相器材及用品,1956091451,0.38,6236898108,0.33,
646,2017/5/1 12:00 AM,体育、娱乐用品,照相器材及用品,4095271222,0.73,10332169330,0.42,
647,2017/6/1 12:00 AM,体育、娱乐用品,照相器材及用品,3941360677,0.63,14273530007,0.46,
648,2017/7/1 12:00 AM,体育、娱乐用品,照相器材及用品,3783415378,0.68,18056945384,0.49,
649,2017/8/1 12:00 AM,体育、娱乐用品,照相器材及用品,3849049739,0.7,21905995123,0.52,
650,2017/9/1 12:00 AM,体育、娱乐用品,照相器材及用品,5714138394,0.86,27620133518,0.57,
651,2017/10/1 12:00 AM,体育、娱乐用品,照相器材及用品,5693128846,0.86,33313262364,0.6,
652,2017/11/1 12:00 AM,体育、娱乐用品,照相器材及用品,9612962316,0.98,42926224679,0.66,
653,2017/12/1 12:00 AM,体育、娱乐用品,照相器材及用品,7091031927,0.93,50017256606,0.69,
654,2017/1/1 12:00 AM,通讯器材,传真设备,1342920.74,0,1342920.74,0,
655,2017/2/1 12:00 AM,通讯器材,传真设备,2782564.49,0,4125485.23,0,
656,2017/3/1 12:00 AM,通讯器材,传真设备,4207446.92,0,8332932.15,0,
657,2017/4/1 12:00 AM,通讯器材,传真设备,5882697.02,0,14215629.17,0,
658,2017/5/1 12:00 AM,通讯器材,传真设备,6887137.46,0,21102766.63,0,
659,2017/6/1 12:00 AM,通讯器材,传真设备,6639326.85,0,27742093.48,0,
660,2017/7/1 12:00 AM,通讯器材,传真设备,4946281.41,0,32688374.89,0,
661,2017/8/1 12:00 AM,通讯器材,传真设备,10764589.96,0,43452964.85,0,
662,2017/9/1 12:00 AM,通讯器材,传真设备,11843004.78,0,55295969.63,0,
663,2017/10/1 12:00 AM,通讯器材,传真设备,14622295.82,0,69918265.45,0,
664,2017/11/1 12:00 AM,通讯器材,传真设备,15099704.42,0,85017969.87,0,
665,2017/12/1 12:00 AM,通讯器材,传真设备,11682760.06,0,96700729.93,0,
666,2017/1/1 12:00 AM,通讯器材,电话机,65146002.08,0.01,65146002.08,0.01,
667,2017/2/1 12:00 AM,通讯器材,电话机,75371703.46,0.02,140517705.5,0.02,
668,2017/3/1 12:00 AM,通讯器材,电话机,115433461.3,0.02,255951166.9,0.02,
669,2017/4/1 12:00 AM,通讯器材,电话机,121580586,0.02,377531752.8,0.02,
670,2017/5/1 12:00 AM,通讯器材,电话机,257681955.3,0.05,635213708.2,0.03,
671,2017/6/1 12:00 AM,通讯器材,电话机,278558094.5,0.04,913771802.7,0.03,
672,2017/7/1 12:00 AM,通讯器材,电话机,260391975.7,0.05,1174163778,0.03,
673,2017/8/1 12:00 AM,通讯器材,电话机,268343560.6,0.05,1442507339,0.03,
674,2017/9/1 12:00 AM,通讯器材,电话机,316800490.3,0.05,1759307829,0.04,
675,2017/10/1 12:00 AM,通讯器材,电话机,305484241.8,0.05,2064792071,0.04,
676,2017/11/1 12:00 AM,通讯器材,电话机,314479895.5,0.03,2379271966,0.04,
677,2017/12/1 12:00 AM,通讯器材,电话机,259961604,0.03,2639233570,0.04,
678,2017/1/1 12:00 AM,通讯器材,对讲机,32891432.59,0.01,32891432.59,0.01,
679,2017/2/1 12:00 AM,通讯器材,对讲机,40014960.13,0.01,72906392.72,0.01,
680,2017/3/1 12:00 AM,通讯器材,对讲机,69863968.38,0.01,142770361.1,0.01,
681,2017/4/1 12:00 AM,通讯器材,对讲机,73693218.8,0.01,216463579.9,0.01,
682,2017/5/1 12:00 AM,通讯器材,对讲机,376637838.2,0.07,593101418.1,0.02,
683,2017/6/1 12:00 AM,通讯器材,对讲机,422395283.4,0.07,1015496702,0.03,
684,2017/7/1 12:00 AM,通讯器材,对讲机,362112327.4,0.07,1377609029,0.04,
685,2017/8/1 12:00 AM,通讯器材,对讲机,633640042.6,0.11,2011249071,0.05,
686,2017/9/1 12:00 AM,通讯器材,对讲机,824776927.6,0.12,2836025999,0.06,
687,2017/10/1 12:00 AM,通讯器材,对讲机,920054049.9,0.14,3756080049,0.07,
688,2017/11/1 12:00 AM,通讯器材,对讲机,970811522.6,0.1,4726891572,0.07,
689,2017/12/1 12:00 AM,通讯器材,对讲机,773149072.5,0.1,5500040644,0.08,
690,2017/1/1 12:00 AM,通讯器材,其他通讯器材,11576796.73,0,11576796.73,0,
691,2017/2/1 12:00 AM,通讯器材,其他通讯器材,14173745.38,0,25750542.11,0,
692,2017/3/1 12:00 AM,通讯器材,其他通讯器材,24170482.72,0,49921024.83,0,
693,2017/4/1 12:00 AM,通讯器材,其他通讯器材,29958645.75,0.01,79879670.58,0,
694,2017/5/1 12:00 AM,通讯器材,其他通讯器材,90416748.42,0.02,170296419,0.01,
695,2017/6/1 12:00 AM,通讯器材,其他通讯器材,97558808.56,0.02,267855227.6,0.01,
696,2017/7/1 12:00 AM,通讯器材,其他通讯器材,79992699.34,0.01,347847926.9,0.01,
697,2017/8/1 12:00 AM,通讯器材,其他通讯器材,90615069.43,0.02,438462996.3,0.01,
698,2017/9/1 12:00 AM,通讯器材,其他通讯器材,108825157.6,0.02,547288153.9,0.01,
699,2017/10/1 12:00 AM,通讯器材,其他通讯器材,118934673.3,0.02,666222827.3,0.01,
700,2017/11/1 12:00 AM,通讯器材,其他通讯器材,135657558.5,0.01,801880385.8,0.01,
701,2017/12/1 12:00 AM,通讯器材,其他通讯器材,237590232.2,0.03,1039470618,0.01,
702,2017/1/1 12:00 AM,通讯器材,手机,6950657793,1.36,6950657793,1.36,
703,2017/2/1 12:00 AM,通讯器材,手机,6229248073,1.79,13179905866,1.54,
704,2017/3/1 12:00 AM,通讯器材,手机,10208969564,1.89,23388875430,1.67,
705,2017/4/1 12:00 AM,通讯器材,手机,23250962377,4.48,46639837807,2.43,
706,2017/5/1 12:00 AM,通讯器材,手机,20320960349,3.64,66960798157,2.7,
707,2017/6/1 12:00 AM,通讯器材,手机,25128699487,3.99,92089497643,2.96,
708,2017/7/1 12:00 AM,通讯器材,手机,22879625076,4.12,1.15E+11,3.14,
709,2017/8/1 12:00 AM,通讯器材,手机,25374106619,4.59,1.40E+11,3.33,
710,2017/9/1 12:00 AM,通讯器材,手机,31150565656,4.69,1.71E+11,3.52,
711,2017/10/1 12:00 AM,通讯器材,手机,33618656629,5.07,2.05E+11,3.7,
712,2017/11/1 12:00 AM,通讯器材,手机,42285925306,4.33,2.47E+11,3.8,
713,2017/12/1 12:00 AM,通讯器材,手机,31764223866,4.17,2.79E+11,3.84,
714,2017/1/1 12:00 AM,通讯器材,手机配件,23426969452,4.59,23426969452,4.59,
715,2017/2/1 12:00 AM,通讯器材,手机配件,20948333846,6.02,44375303299,5.17,
716,2017/3/1 12:00 AM,通讯器材,手机配件,29223250316,5.41,73598553614,5.26,
717,2017/4/1 12:00 AM,通讯器材,手机配件,14027251140,2.7,87625804754,4.57,
718,2017/5/1 12:00 AM,通讯器材,手机配件,13103931830,2.35,1.01E+11,4.07,
719,2017/6/1 12:00 AM,通讯器材,手机配件,14304565338,2.27,1.15E+11,3.7,
720,2017/7/1 12:00 AM,通讯器材,手机配件,11363346254,2.05,1.26E+11,3.45,
721,2017/8/1 12:00 AM,通讯器材,手机配件,13503745397,2.44,1.40E+11,3.32,
722,2017/9/1 12:00 AM,通讯器材,手机配件,17561488956,2.64,1.57E+11,3.23,
723,2017/10/1 12:00 AM,通讯器材,手机配件,18293284422,2.76,1.76E+11,3.17,
724,2017/11/1 12:00 AM,通讯器材,手机配件,22080464521,2.26,1.98E+11,3.04,
725,2017/12/1 12:00 AM,通讯器材,手机配件,16731920025,2.2,2.15E+11,2.95,
726,2017/1/1 12:00 AM,文化办公用品,计算机及其配套产品,2665399777,0.52,2665399777,0.52,
727,2017/2/1 12:00 AM,文化办公用品,计算机及其配套产品,2056236296,0.59,4721636073,0.55,
728,2017/3/1 12:00 AM,文化办公用品,计算机及其配套产品,3430152309,0.63,8151788382,0.58,
729,2017/4/1 12:00 AM,文化办公用品,计算机及其配套产品,3081891579,0.59,11233679961,0.59,
730,2017/5/1 12:00 AM,文化办公用品,计算机及其配套产品,2926797427,0.52,14160477388,0.57,
731,2017/6/1 12:00 AM,文化办公用品,计算机及其配套产品,3639701887,0.58,17800179276,0.57,
732,2017/7/1 12:00 AM,文化办公用品,计算机及其配套产品,2478608641,0.45,20278787916,0.55,
733,2017/8/1 12:00 AM,文化办公用品,计算机及其配套产品,2990666270,0.54,23269454186,0.55,
734,2017/9/1 12:00 AM,文化办公用品,计算机及其配套产品,3695459915,0.56,26964914101,0.55,
735,2017/10/1 12:00 AM,文化办公用品,计算机及其配套产品,3504046315,0.53,30468960417,0.55,
736,2017/11/1 12:00 AM,文化办公用品,计算机及其配套产品,6355959106,0.65,36824919523,0.56,
737,2017/12/1 12:00 AM,文化办公用品,计算机及其配套产品,4091020111,0.54,40915939633,0.56,
738,2017/1/1 12:00 AM,文化办公用品,其他文化办公用品,231900217.5,0.05,231900217.5,0.05,
739,2017/2/1 12:00 AM,文化办公用品,其他文化办公用品,201645387.8,0.06,433545605.3,0.05,
740,2017/3/1 12:00 AM,文化办公用品,其他文化办公用品,372079899.4,0.07,805625504.7,0.06,
741,2017/4/1 12:00 AM,文化办公用品,其他文化办公用品,331284144.6,0.06,1136909649,0.06,
742,2017/5/1 12:00 AM,文化办公用品,其他文化办公用品,419493429.2,0.08,1556403079,0.06,
743,2017/6/1 12:00 AM,文化办公用品,其他文化办公用品,600688540.1,0.1,2157091619,0.07,
744,2017/7/1 12:00 AM,文化办公用品,其他文化办公用品,242462223.7,0.04,2399553842,0.07,
745,2017/8/1 12:00 AM,文化办公用品,其他文化办公用品,102353957.9,0.02,2501907800,0.06,
746,2017/9/1 12:00 AM,文化办公用品,其他文化办公用品,109898804.6,0.02,2611806605,0.05,
747,2017/10/1 12:00 AM,文化办公用品,其他文化办公用品,135014484.3,0.02,2746821089,0.05,
748,2017/11/1 12:00 AM,文化办公用品,其他文化办公用品,190866891,0.02,2937687980,0.05,
749,2017/12/1 12:00 AM,文化办公用品,其他文化办公用品,191029584.7,0.03,3128717565,0.04,
750,2017/1/1 12:00 AM,文化办公用品,学习和办公用品,719275318.8,0.14,719275318.8,0.14,
751,2017/2/1 12:00 AM,文化办公用品,学习和办公用品,522470296.1,0.15,1241745615,0.14,
752,2017/3/1 12:00 AM,文化办公用品,学习和办公用品,1154273224,0.21,2396018839,0.17,
753,2017/4/1 12:00 AM,文化办公用品,学习和办公用品,1013675904,0.2,3409694743,0.18,
754,2017/5/1 12:00 AM,文化办公用品,学习和办公用品,1366423454,0.24,4776118197,0.19,
755,2017/6/1 12:00 AM,文化办公用品,学习和办公用品,1850348264,0.29,6626466461,0.21,
756,2017/7/1 12:00 AM,文化办公用品,学习和办公用品,1126162372,0.2,7752628833,0.21,
757,2017/8/1 12:00 AM,文化办公用品,学习和办公用品,972139837,0.18,8724768670,0.21,
758,2017/9/1 12:00 AM,文化办公用品,学习和办公用品,1424249158,0.21,10149017828,0.21,
759,2017/10/1 12:00 AM,文化办公用品,学习和办公用品,1314352704,0.2,11463370533,0.21,
760,2017/11/1 12:00 AM,文化办公用品,学习和办公用品,1967498651,0.2,13430869184,0.21,
761,2017/12/1 12:00 AM,文化办公用品,学习和办公用品,1731724323,0.23,15162593507,0.21,
762,2017/1/1 12:00 AM,五金、电料,电动工具,375308893.3,0.07,375308893.3,0.07,
763,2017/2/1 12:00 AM,五金、电料,电动工具,381017142.2,0.11,756326035.4,0.09,
764,2017/3/1 12:00 AM,五金、电料,电动工具,489750033.3,0.09,1246076069,0.09,
765,2017/4/1 12:00 AM,五金、电料,电动工具,337355867.3,0.06,1583431936,0.08,
766,2017/5/1 12:00 AM,五金、电料,电动工具,1777760420,0.32,3361192356,0.14,
767,2017/6/1 12:00 AM,五金、电料,电动工具,2015150123,0.32,5376342480,0.17,
768,2017/7/1 12:00 AM,五金、电料,电动工具,1624108109,0.29,7000450589,0.19,
769,2017/8/1 12:00 AM,五金、电料,电动工具,2011989227,0.36,9012439816,0.21,
770,2017/9/1 12:00 AM,五金、电料,电动工具,2640816164,0.4,11653255980,0.24,
771,2017/10/1 12:00 AM,五金、电料,电动工具,1915980910,0.29,13569236890,0.24,
772,2017/11/1 12:00 AM,五金、电料,电动工具,3857116267,0.39,17426353156,0.27,
773,2017/12/1 12:00 AM,五金、电料,电动工具,2629853143,0.35,20056206299,0.28,
774,2018/5/1 12:00 AM,粮油、食品,蔬菜,538953243.7,0.08,2331242557,0.07,
775,2017/12/1 12:00 AM,粮油、食品,辅食,344778460,0.05,2822834405,0.04,
776,2017/1/1 12:00 AM,粮油、食品,粮油,259408522.4,0.05,259408522.4,0.05,
777,2017/2/1 12:00 AM,粮油、食品,粮油,128563224.5,0.04,387971746.9,0.05,
778,2017/3/1 12:00 AM,粮油、食品,粮油,266625907.1,0.05,654597654,0.05,
779,2017/4/1 12:00 AM,粮油、食品,粮油,266723742.8,0.05,921321396.8,0.05,
780,2017/5/1 12:00 AM,粮油、食品,粮油,598409946.2,0.11,1519731343,0.06,
781,2017/6/1 12:00 AM,粮油、食品,粮油,782719784.1,0.12,2302451127,0.07,
782,2017/7/1 12:00 AM,粮油、食品,粮油,735965066.5,0.13,3038416194,0.08,
783,2017/8/1 12:00 AM,粮油、食品,粮油,736055066.4,0.13,3774471260,0.09,
784,2017/9/1 12:00 AM,粮油、食品,粮油,754272080.5,0.11,4528743341,0.09,
785,2017/10/1 12:00 AM,粮油、食品,粮油,708075202.4,0.11,5236818543,0.09,
786,2017/11/1 12:00 AM,粮油、食品,粮油,1079089545,0.11,6315908088,0.1,
787,2017/12/1 12:00 AM,粮油、食品,粮油,894524159,0.12,7210432247,0.1,
788,2017/1/1 12:00 AM,粮油、食品,奶及奶制品,743109910.8,0.15,743109910.8,0.15,
789,2017/2/1 12:00 AM,粮油、食品,奶及奶制品,466955483.9,0.13,1210065395,0.14,
790,2017/3/1 12:00 AM,粮油、食品,奶及奶制品,975534554.6,0.18,2185599949,0.16,
791,2017/4/1 12:00 AM,粮油、食品,奶及奶制品,773336564.3,0.15,2958936514,0.15,
